Hteam,Ateam,Month,Odd-1,Odd-N,Odd-2,Target
Reading,Wigan,2,2.63,3.4,2.88,0.0
Reading,Wigan,2,2.55,3.2,2.8,0.0
Reading,Wigan,2,2.2,3.3,3.1,0.0
Reading,Wigan,2,2.62,3.1,2.8,0.0
Reading,Wigan,2,2.62,3.3,2.9,0.0
Reading,Wigan,2,2.66,3.48,3.1,0.0
Reading,Wigan,2,2.52,3.33,2.8,0.0
West Brom,Sunderland,2,2.05,3.5,4.0,2.0
West Brom,Sunderland,2,1.95,3.3,4.0,2.0
West Brom,Sunderland,2,2.0,3.3,3.6,2.0
West Brom,Sunderland,2,2.05,3.2,3.75,2.0
West Brom,Sunderland,2,2.1,3.5,3.9,2.0
West Brom,Sunderland,2,2.05,3.56,4.3,2.0
West Brom,Sunderland,2,2.0,3.41,3.8,2.0
Man City,Chelsea,2,1.95,3.6,4.33,2.0
Man City,Chelsea,2,1.91,3.5,3.9,2.0
Man City,Chelsea,2,1.95,3.35,3.7,2.0
Man City,Chelsea,2,1.95,3.1,4.33,2.0
Man City,Chelsea,2,2.0,3.5,4.33,2.0
Man City,Chelsea,2,2.0,3.82,4.33,2.0
Man City,Chelsea,2,1.92,3.54,3.98,2.0
Newcastle,Southampton,2,2.2,3.5,3.2,2.0
Newcastle,Southampton,2,2.0,3.5,3.6,2.0
Newcastle,Southampton,2,2.0,3.3,3.6,2.0
Newcastle,Southampton,2,2.2,3.1,3.5,2.0
Newcastle,Southampton,2,2.2,3.5,3.4,2.0
Newcastle,Southampton,2,2.2,3.6,3.75,2.0
Newcastle,Southampton,2,2.11,3.39,3.48,2.0
West Ham,Tottenham,2,3.6,3.5,2.15,0.0
West Ham,Tottenham,2,3.4,3.25,2.15,0.0
West Ham,Tottenham,2,3.3,3.3,2.1,0.0
West Ham,Tottenham,2,3.5,3.1,2.2,0.0
West Ham,Tottenham,2,3.5,3.5,2.2,0.0
West Ham,Tottenham,2,3.65,3.5,2.22,0.0
West Ham,Tottenham,2,3.39,3.34,2.16,0.0
Chelsea,West Brom,2,1.4,5.0,9.0,2.0
Chelsea,West Brom,2,1.4,4.33,8.25,2.0
Chelsea,West Brom,2,1.37,4.6,7.5,2.0
Chelsea,West Brom,2,1.44,4.0,8.0,2.0
Chelsea,West Brom,2,1.44,5.0,7.5,2.0
Chelsea,West Brom,2,1.44,5.0,9.0,2.0
Chelsea,West Brom,2,1.41,4.57,7.91,2.0
Everton,Reading,2,1.38,5.0,10.0,2.0
Everton,Reading,2,1.36,5.0,7.75,2.0
Everton,Reading,2,1.42,4.4,7.2,2.0
Everton,Reading,2,1.4,4.5,8.0,2.0
Everton,Reading,2,1.4,5.0,8.5,2.0
Everton,Reading,2,1.42,5.2,10.0,2.0
Everton,Reading,2,1.38,4.68,8.63,2.0
Man United,Norwich,2,1.33,5.5,11.0,2.0
Man United,Norwich,2,1.3,5.25,9.25,2.0
Man United,Norwich,2,1.3,5.0,9.0,2.0
Man United,Norwich,2,1.36,4.33,10.0,2.0
Man United,Norwich,2,1.36,5.5,8.0,2.0
Man United,Norwich,2,1.33,5.08,9.53,2.0
Southampton,QPR,2,1.85,3.8,4.5,0.0
Southampton,QPR,2,1.8,3.5,4.5,0.0
Southampton,QPR,2,1.9,3.45,3.8,0.0
Southampton,QPR,2,1.85,3.3,4.5,0.0
Southampton,QPR,2,1.9,3.7,4.3,0.0
Southampton,QPR,2,1.91,3.8,4.7,0.0
Southampton,QPR,2,1.84,3.57,4.29,0.0
Stoke,West Ham,2,2.15,3.25,4.0,0.0
Stoke,West Ham,2,2.05,3.3,3.6,0.0
Stoke,West Ham,2,2.0,3.3,3.6,0.0
Stoke,West Ham,2,2.1,3.3,3.5,0.0
Stoke,West Ham,2,2.15,3.25,3.8,0.0
Stoke,West Ham,2,2.15,3.35,4.05,0.0
Stoke,West Ham,2,2.09,3.26,3.66,0.0
Sunderland,Fulham,2,2.4,3.3,3.3,1.0
Sunderland,Fulham,2,2.35,3.2,3.1,1.0
Sunderland,Fulham,2,2.2,3.2,3.2,1.0
Sunderland,Fulham,2,2.4,3.1,3.1,1.0
Sunderland,Fulham,2,2.4,3.2,3.4,1.0
Sunderland,Fulham,2,2.4,3.35,3.5,1.0
Sunderland,Fulham,2,2.31,3.25,3.17,1.0
Swansea,Newcastle,2,2.1,3.6,3.75,2.0
Swansea,Newcastle,2,2.0,3.5,3.6,2.0
Swansea,Newcastle,2,2.1,3.3,3.3,2.0
Swansea,Newcastle,2,2.1,3.5,3.3,2.0
Swansea,Newcastle,2,2.15,3.6,3.5,2.0
Swansea,Newcastle,2,2.15,3.6,3.8,2.0
Swansea,Newcastle,2,2.08,3.41,3.54,2.0
Wigan,Liverpool,2,4.5,3.75,1.85,0.0
Wigan,Liverpool,2,4.2,3.8,1.78,0.0
Wigan,Liverpool,2,4.2,3.5,1.8,0.0
Wigan,Liverpool,2,4.5,3.4,1.83,0.0
Wigan,Liverpool,2,4.33,3.8,1.87,0.0
Wigan,Liverpool,2,4.7,3.85,1.88,0.0
Wigan,Liverpool,2,4.3,3.64,1.82,0.0
Tottenham,Arsenal,3,2.3,3.6,3.25,2.0
Tottenham,Arsenal,3,2.3,3.4,3.0,2.0
Tottenham,Arsenal,3,2.3,3.3,2.9,2.0
Tottenham,Arsenal,3,2.3,3.4,3.0,2.0
Tottenham,Arsenal,3,2.38,3.6,3.1,2.0
Tottenham,Arsenal,3,2.35,3.65,3.25,2.0
Tottenham,Arsenal,3,2.29,3.4,3.09,2.0
Aston Villa,Man City,4,5.6,3.9,1.55,0.0
Norwich,Southampton,9,2.5,3.4,3.0,1.0
Norwich,Southampton,9,2.4,3.2,3.0,1.0
Norwich,Southampton,9,2.2,3.3,3.1,1.0
Norwich,Southampton,9,2.5,3.1,2.9,1.0
Norwich,Southampton,9,2.55,3.4,2.9,1.0
Norwich,Southampton,9,2.52,3.5,3.1,1.0
Norwich,Southampton,9,2.4,3.32,2.96,1.0
QPR,Sunderland,9,2.25,3.4,3.5,2.0
QPR,Sunderland,9,2.25,3.25,3.2,2.0
QPR,Sunderland,9,2.25,3.3,3.0,2.0
QPR,Sunderland,9,2.3,3.1,3.3,2.0
QPR,Sunderland,9,2.2,3.4,3.6,2.0
QPR,Sunderland,9,2.3,3.4,3.63,2.0
QPR,Sunderland,9,2.22,3.29,3.32,2.0
Reading,Aston Villa,9,2.45,3.4,3.1,0.0
Reading,Aston Villa,9,2.35,3.25,3.0,0.0
Reading,Aston Villa,9,2.2,3.3,3.1,0.0
Reading,Aston Villa,9,2.5,3.1,2.9,0.0
Reading,Aston Villa,9,2.5,3.4,3.0,0.0
Reading,Aston Villa,9,2.5,3.5,3.2,0.0
Reading,Aston Villa,9,2.37,3.34,3.0,0.0
West Brom,Swansea,9,2.45,3.3,3.2,2.0
West Brom,Swansea,9,2.35,3.2,3.1,2.0
West Brom,Swansea,9,2.2,3.3,3.1,2.0
West Brom,Swansea,9,2.4,3.1,3.1,2.0
West Brom,Swansea,9,2.45,3.4,3.0,2.0
West Brom,Swansea,9,2.47,3.5,3.32,2.0
West Brom,Swansea,9,2.35,3.33,3.04,2.0
Liverpool,Tottenham,10,1.95,3.8,4.0,2.0
Liverpool,Tottenham,10,1.85,3.8,3.8,2.0
Liverpool,Tottenham,10,2.0,3.3,3.6,2.0
Liverpool,Tottenham,10,1.95,3.3,4.0,2.0
Liverpool,Tottenham,10,1.95,3.9,3.9,2.0
Liverpool,Tottenham,10,2.0,4.05,4.24,2.0
Liverpool,Tottenham,10,1.88,3.67,3.94,2.0
Newcastle,Stoke,10,1.83,3.7,4.8,2.0
Newcastle,Stoke,10,1.8,3.4,4.6,2.0
Newcastle,Stoke,10,1.9,3.45,3.8,2.0
Newcastle,Stoke,10,1.83,3.1,5.0,2.0
Newcastle,Stoke,10,1.85,3.6,4.75,2.0
Newcastle,Stoke,10,1.9,3.7,5.16,2.0
Newcastle,Stoke,10,1.82,3.46,4.5,2.0
Aston Villa,QPR,3,2.3,3.4,3.4,2.0
Aston Villa,QPR,3,2.1,3.4,3.4,2.0
Aston Villa,QPR,3,2.1,3.3,3.3,2.0
Aston Villa,QPR,3,2.3,3.1,3.2,2.0
Aston Villa,QPR,3,2.3,3.4,3.4,2.0
Aston Villa,QPR,3,2.33,3.45,3.46,2.0
Aston Villa,QPR,3,2.23,3.29,3.29,2.0
Everton,Man City,3,3.9,3.6,2.05,2.0
Everton,Man City,3,3.8,3.3,2.0,2.0
Everton,Man City,3,3.3,3.3,2.1,2.0
Everton,Man City,3,3.75,3.1,2.1,2.0
Everton,Man City,3,3.8,3.5,2.1,2.0
Everton,Man City,3,3.87,3.7,2.1,2.0
Everton,Man City,3,3.66,3.43,2.03,2.0
Southampton,Liverpool,3,4.2,3.8,1.91,2.0
Southampton,Liverpool,3,4.1,3.5,1.87,2.0
Southampton,Liverpool,3,4.5,3.5,1.75,2.0
Southampton,Liverpool,3,4.0,3.3,1.95,2.0
Southampton,Liverpool,3,4.3,3.6,1.95,2.0
Southampton,Liverpool,3,4.5,3.87,1.98,2.0
Southampton,Liverpool,3,3.94,3.59,1.9,2.0
Stoke,West Brom,3,2.5,3.3,3.1,1.0
Stoke,West Brom,3,2.45,3.1,3.0,1.0
Stoke,West Brom,3,2.3,3.3,2.9,1.0
Stoke,West Brom,3,2.5,3.1,2.9,1.0
Stoke,West Brom,3,2.5,3.25,3.12,1.0
Stoke,West Brom,3,2.5,3.3,3.19,1.0
Stoke,West Brom,3,2.42,3.22,2.98,1.0
Swansea,Arsenal,3,3.4,3.5,2.25,0.0
Swansea,Arsenal,3,3.4,3.2,2.2,0.0
Swansea,Arsenal,3,3.3,3.3,2.1,0.0
Swansea,Arsenal,3,3.4,3.1,2.25,0.0
Swansea,Arsenal,3,3.5,3.4,2.3,0.0
Swansea,Arsenal,3,3.41,3.53,2.3,0.0
Swansea,Arsenal,3,3.24,3.35,2.22,0.0
Chelsea,West Ham,3,1.4,5.0,9.0,2.0
Chelsea,West Ham,3,1.34,5.0,8.25,2.0
Chelsea,West Ham,3,1.35,4.8,7.6,2.0
Chelsea,West Ham,3,1.4,4.8,10.0,2.0
Chelsea,West Ham,3,1.41,5.18,10.0,2.0
Chelsea,West Ham,3,1.37,4.76,8.43,2.0
Sunderland,Norwich,3,2.05,3.5,4.0,1.0
Sunderland,Norwich,3,2.0,3.5,3.6,1.0
Sunderland,Norwich,3,2.0,3.3,3.6,1.0
Sunderland,Norwich,3,2.1,3.1,3.75,1.0
Sunderland,Norwich,3,2.1,3.5,3.8,1.0
Sunderland,Norwich,3,2.1,3.5,4.0,1.0
Sunderland,Norwich,3,2.04,3.37,3.68,1.0
Tottenham,Fulham,3,1.5,4.5,7.5,0.0
Tottenham,Fulham,3,1.48,4.25,6.5,0.0
Tottenham,Fulham,3,1.55,3.9,5.6,0.0
Tottenham,Fulham,3,1.53,3.6,7.5,0.0
Tottenham,Fulham,3,1.53,4.2,7.5,0.0
Tottenham,Fulham,3,1.55,4.62,7.5,0.0
Tottenham,Fulham,3,1.48,4.24,6.75,0.0
Wigan,Newcastle,3,2.3,3.4,3.4,2.0
Wigan,Newcastle,3,2.25,3.25,3.2,2.0
Wigan,Newcastle,3,2.1,3.3,3.3,2.0
Wigan,Newcastle,3,2.38,3.1,3.1,2.0
Wigan,Newcastle,3,2.3,3.4,3.4,2.0
Wigan,Newcastle,3,2.38,3.53,3.4,2.0
Wigan,Newcastle,3,2.24,3.34,3.22,2.0
Arsenal,Reading,3,1.25,5.5,10.3,2.0
Arsenal,Reading,3,1.25,5.5,12.0,2.0
Everton,Stoke,3,1.57,3.9,7.5,2.0
Everton,Stoke,3,1.5,4.1,6.5,2.0
Everton,Stoke,3,1.5,4.0,6.1,2.0
Everton,Stoke,3,1.57,3.5,7.0,2.0
Everton,Stoke,3,1.57,4.0,7.0,2.0
Everton,Stoke,3,1.59,4.0,8.0,2.0
Everton,Stoke,3,1.54,3.85,6.83,2.0
Man City,Newcastle,3,1.33,5.5,11.0,2.0
Man City,Newcastle,3,1.26,5.5,11.0,2.0
Man City,Newcastle,3,1.3,5.0,9.0,2.0
Man City,Newcastle,3,1.33,4.8,10.0,2.0
Man City,Newcastle,3,1.29,5.35,10.57,2.0
Southampton,Chelsea,3,3.5,3.5,2.2,2.0
Southampton,Chelsea,3,3.4,3.5,2.05,2.0
Southampton,Chelsea,3,3.6,3.3,2.0,2.0
Southampton,Chelsea,3,3.5,3.1,2.2,2.0
Southampton,Chelsea,3,3.6,3.4,2.2,2.0
Southampton,Chelsea,3,3.8,3.6,2.22,2.0
Southampton,Chelsea,3,3.41,3.43,2.12,2.0
Sunderland,Man United,3,6.0,4.0,1.65,0.0
Sunderland,Man United,3,5.5,3.8,1.62,0.0
Sunderland,Man United,3,5.1,3.6,1.65,0.0
Sunderland,Man United,3,6.0,4.0,1.65,0.0
Sunderland,Man United,3,6.31,4.0,1.67,0.0
Sunderland,Man United,3,5.76,3.7,1.63,0.0
Swansea,Tottenham,3,3.4,3.4,2.3,0.0
Swansea,Tottenham,3,3.2,3.25,2.25,0.0
Swansea,Tottenham,3,3.1,3.3,2.2,0.0
Swansea,Tottenham,3,3.1,3.1,2.38,0.0
Swansea,Tottenham,3,3.3,3.4,2.3,0.0
Swansea,Tottenham,3,3.45,3.45,2.38,0.0
Swansea,Tottenham,3,3.19,3.32,2.26,0.0
West Ham,West Brom,3,2.3,3.4,3.4,2.0
West Ham,West Brom,3,2.3,3.2,3.1,2.0
West Ham,West Brom,3,2.2,3.2,3.2,2.0
West Ham,West Brom,3,2.3,3.2,3.2,2.0
West Ham,West Brom,3,2.3,3.4,3.4,2.0
West Ham,West Brom,3,2.3,3.5,3.63,2.0
West Ham,West Brom,3,2.23,3.3,3.28,2.0
Wigan,Norwich,3,1.95,3.6,4.33,2.0
Wigan,Norwich,3,1.87,3.5,4.1,2.0
Wigan,Norwich,3,1.95,3.35,3.7,2.0
Wigan,Norwich,3,1.95,3.2,4.2,2.0
Wigan,Norwich,3,1.95,3.6,4.3,2.0
Wigan,Norwich,3,2.0,3.65,4.5,2.0
Wigan,Norwich,3,1.91,3.45,4.09,2.0
Aston Villa,Liverpool,3,5.0,4.0,1.75,0.0
Aston Villa,Liverpool,3,4.75,3.8,1.7,0.0
Aston Villa,Liverpool,3,4.2,3.5,1.8,0.0
Aston Villa,Liverpool,3,4.8,3.5,1.75,0.0
Aston Villa,Liverpool,3,5.0,3.9,1.75,0.0
Aston Villa,Liverpool,3,5.03,4.0,1.8,0.0
Aston Villa,Liverpool,3,4.72,3.71,1.74,0.0
Fulham,QPR,1,2.0,3.6,4.0,2.0
Fulham,QPR,1,1.91,3.4,4.0,2.0
Fulham,QPR,1,1.85,3.45,4.0,2.0
Fulham,QPR,1,2.0,3.2,4.0,2.0
Fulham,QPR,1,2.0,3.6,4.0,2.0
Fulham,QPR,1,2.05,3.6,4.1,2.0
Fulham,QPR,1,1.98,3.42,3.82,2.0
Norwich,Swansea,6,2.63,3.3,2.9,1.0
Norwich,Swansea,6,2.6,3.1,2.8,1.0
Norwich,Swansea,6,2.3,3.3,2.9,1.0
Norwich,Swansea,6,2.7,3.1,2.7,1.0
Norwich,Swansea,6,2.7,3.3,2.8,1.0
Norwich,Swansea,6,2.7,3.4,2.91,1.0
Norwich,Swansea,6,2.56,3.25,2.78,1.0
Reading,Southampton,6,3.3,3.6,2.25,0.0
Reading,Southampton,6,3.3,3.4,2.15,0.0
Reading,Southampton,6,3.1,3.3,2.2,0.0
Reading,Southampton,6,3.3,3.2,2.25,0.0
Reading,Southampton,6,3.2,3.6,2.3,0.0
Reading,Southampton,6,3.43,3.6,2.26,0.0
Reading,Southampton,6,3.19,3.45,2.21,0.0
Stoke,Aston Villa,6,2.1,3.4,4.0,0.0
Stoke,Aston Villa,6,2.05,3.2,3.8,0.0
Stoke,Aston Villa,6,2.0,3.3,3.6,0.0
Stoke,Aston Villa,6,2.15,3.2,3.5,0.0
Stoke,Aston Villa,6,2.15,3.3,3.8,0.0
Stoke,Aston Villa,6,2.14,3.5,4.05,0.0
Stoke,Aston Villa,6,2.06,3.28,3.74,0.0
West Brom,Arsenal,6,4.1,3.7,1.95,0.0
West Brom,Arsenal,6,4.1,3.5,1.87,0.0
West Brom,Arsenal,6,3.8,3.45,1.9,0.0
West Brom,Arsenal,6,4.0,3.3,1.95,0.0
West Brom,Arsenal,6,3.9,3.75,2.0,0.0
West Brom,Arsenal,6,4.33,3.75,2.0,0.0
West Brom,Arsenal,6,3.93,3.51,1.93,0.0
Chelsea,Sunderland,7,1.36,5.0,11.0,2.0
Chelsea,Sunderland,7,1.3,5.0,10.5,2.0
Chelsea,Sunderland,7,1.33,4.8,8.3,2.0
Chelsea,Sunderland,7,1.33,4.5,11.0,2.0
Chelsea,Sunderland,7,1.36,5.2,10.0,2.0
Chelsea,Sunderland,7,1.36,5.41,11.0,2.0
Chelsea,Sunderland,7,1.33,4.86,9.82,2.0
Liverpool,West Ham,7,1.36,5.5,9.0,1.0
Liverpool,West Ham,7,1.35,5.0,8.0,1.0
Liverpool,West Ham,7,1.35,4.8,7.6,1.0
Liverpool,West Ham,7,1.36,5.0,8.0,1.0
Liverpool,West Ham,7,1.36,5.4,9.5,1.0
Liverpool,West Ham,7,1.37,5.5,10.0,1.0
Liverpool,West Ham,7,1.34,5.01,8.99,1.0
Newcastle,Fulham,7,2.1,3.5,3.8,2.0
Newcastle,Fulham,7,2.0,3.25,3.9,2.0
Newcastle,Fulham,7,1.95,3.4,3.6,2.0
Newcastle,Fulham,7,2.05,3.4,3.6,2.0
Newcastle,Fulham,7,2.15,3.6,3.5,2.0
Newcastle,Fulham,7,2.1,3.55,4.19,2.0
Newcastle,Fulham,7,2.01,3.4,3.73,2.0
QPR,Wigan,7,2.38,3.4,3.25,1.0
QPR,Wigan,7,2.3,3.25,3.1,1.0
QPR,Wigan,7,2.4,3.3,2.75,1.0
QPR,Wigan,7,2.4,3.1,3.1,1.0
QPR,Wigan,7,2.4,3.4,3.12,1.0
QPR,Wigan,7,2.42,3.45,3.25,1.0
QPR,Wigan,7,2.34,3.34,3.03,1.0
Tottenham,Everton,7,2.2,3.4,3.6,1.0
Tottenham,Everton,7,2.25,3.25,3.2,1.0
Tottenham,Everton,7,2.1,3.3,3.3,1.0
Tottenham,Everton,7,2.2,3.2,3.4,1.0
Tottenham,Everton,7,2.2,3.5,3.3,1.0
Tottenham,Everton,7,2.25,3.4,3.65,1.0
Tottenham,Everton,7,2.18,3.26,3.42,1.0
Man United,Man City,8,2.3,3.5,3.3,0.0
Man United,Man City,8,2.2,3.4,3.2,0.0
Man United,Man City,8,2.0,3.3,3.6,0.0
Man United,Man City,8,2.3,3.0,3.4,0.0
Man United,Man City,8,2.3,3.5,3.3,0.0
Man United,Man City,8,2.3,3.52,3.6,0.0
Man United,Man City,8,2.2,3.32,3.33,0.0
Arsenal,Norwich,4,1.25,5.5,10.3,2.0
Aston Villa,Fulham,4,2.3,3.3,3.5,1.0
Aston Villa,Fulham,4,2.25,3.2,3.25,1.0
Aston Villa,Fulham,4,2.2,3.3,3.1,1.0
Aston Villa,Fulham,4,2.3,3.1,3.3,1.0
Aston Villa,Fulham,4,2.38,3.4,3.2,1.0
Aston Villa,Fulham,4,2.31,3.42,3.5,1.0
Aston Villa,Fulham,4,2.25,3.3,3.21,1.0
Everton,QPR,4,1.44,4.75,8.0,2.0
Everton,QPR,4,1.4,4.6,7.5,2.0
Everton,QPR,4,1.42,4.5,6.7,2.0
Everton,QPR,4,1.44,4.33,7.0,2.0
Everton,QPR,4,1.45,4.75,7.5,2.0
Everton,QPR,4,1.47,4.85,8.0,2.0
Everton,QPR,4,1.43,4.4,7.49,2.0
Reading,Liverpool,4,6.1,4.0,1.5,1.0
Southampton,West Ham,4,1.91,3.75,4.2,1.0
Southampton,West Ham,4,1.8,3.7,4.2,1.0
Southampton,West Ham,4,1.85,3.5,3.9,1.0
Southampton,West Ham,4,1.95,3.2,4.2,1.0
Southampton,West Ham,4,1.95,3.7,4.1,1.0
Southampton,West Ham,4,1.95,3.75,4.5,1.0
Southampton,West Ham,4,1.87,3.51,4.15,1.0
Newcastle,Sunderland,4,1.95,3.5,4.5,0.0
Newcastle,Sunderland,4,1.91,3.25,4.25,0.0
Newcastle,Sunderland,4,1.9,3.45,3.8,0.0
Newcastle,Sunderland,4,1.95,3.1,4.33,0.0
Newcastle,Sunderland,4,1.95,3.6,4.3,0.0
Newcastle,Sunderland,4,1.95,3.58,4.56,0.0
Newcastle,Sunderland,4,1.91,3.39,4.17,0.0
Stoke,Man United,4,6.5,3.75,1.55,0.0
Stoke,Man United,4,5.1,3.6,1.65,0.0
Stoke,Man United,4,6.25,4.0,1.62,0.0
Stoke,Man United,4,6.35,3.75,1.58,0.0
Arsenal,Everton,4,1.75,3.9,5.0,1.0
Arsenal,Everton,4,1.7,3.8,4.75,1.0
Arsenal,Everton,4,1.8,3.5,4.2,1.0
Arsenal,Everton,4,1.75,3.75,4.5,1.0
Arsenal,Everton,4,1.75,3.8,5.0,1.0
Arsenal,Everton,4,1.8,4.05,5.15,1.0
Arsenal,Everton,4,1.72,3.82,4.8,1.0
Fulham,Chelsea,4,4.75,3.8,1.8,0.0
Fulham,Chelsea,4,4.5,3.8,1.72,0.0
Fulham,Chelsea,4,3.8,3.45,1.9,0.0
Fulham,Chelsea,4,4.5,3.5,1.8,0.0
Fulham,Chelsea,4,4.3,3.7,1.85,0.0
Fulham,Chelsea,4,4.9,3.9,1.91,0.0
Fulham,Chelsea,4,4.49,3.59,1.8,0.0
Man City,Wigan,4,1.27,5.5,9.0,2.0
Man City,Wigan,4,1.36,4.75,9.0,2.0
West Ham,Man United,4,5.5,3.9,1.7,1.0
West Ham,Man United,4,5.0,3.75,1.67,1.0
West Ham,Man United,4,5.1,3.6,1.65,1.0
West Ham,Man United,4,5.5,3.5,1.67,1.0
West Ham,Man United,4,5.75,3.8,1.7,1.0
West Ham,Man United,4,5.8,4.12,1.7,1.0
West Ham,Man United,4,5.38,3.72,1.66,1.0
Fulham,Arsenal,4,5.0,4.0,1.75,0.0
Fulham,Arsenal,4,4.75,3.8,1.7,0.0
Fulham,Arsenal,4,4.2,3.5,1.8,0.0
Fulham,Arsenal,4,4.5,3.5,1.8,0.0
Fulham,Arsenal,4,4.6,4.0,1.8,0.0
Fulham,Arsenal,4,5.1,4.0,1.8,0.0
Fulham,Arsenal,4,4.74,3.72,1.74,0.0
Norwich,Reading,4,1.75,3.8,5.25,2.0
Norwich,Reading,4,1.67,3.7,5.0,2.0
Norwich,Reading,4,1.7,3.8,4.4,2.0
Norwich,Reading,4,1.75,3.4,5.0,2.0
Norwich,Reading,4,1.75,3.8,5.2,2.0
Norwich,Reading,4,1.76,3.95,5.43,2.0
Norwich,Reading,4,1.72,3.65,4.98,2.0
QPR,Stoke,4,2.25,3.4,3.5,0.0
QPR,Stoke,4,2.1,3.4,3.4,0.0
QPR,Stoke,4,2.2,3.3,3.1,0.0
QPR,Stoke,4,2.3,3.2,3.2,0.0
QPR,Stoke,4,2.3,3.2,3.6,0.0
QPR,Stoke,4,2.3,3.4,3.64,0.0
QPR,Stoke,4,2.21,3.27,3.34,0.0
Sunderland,Everton,4,3.4,3.4,2.3,2.0
Sunderland,Everton,4,3.4,3.3,2.15,2.0
Sunderland,Everton,4,3.0,3.3,2.25,2.0
Sunderland,Everton,4,3.2,3.2,2.3,2.0
Sunderland,Everton,4,3.4,3.4,2.3,2.0
Sunderland,Everton,4,3.55,3.4,2.31,2.0
Sunderland,Everton,4,3.3,3.29,2.23,2.0
Swansea,Southampton,4,2.38,3.5,3.1,1.0
Swansea,Southampton,4,2.25,3.3,3.1,1.0
Swansea,Southampton,4,2.3,3.1,3.1,1.0
Swansea,Southampton,4,2.4,3.1,3.1,1.0
Swansea,Southampton,4,2.4,3.5,3.1,1.0
Swansea,Southampton,4,2.4,3.55,3.22,1.0
Swansea,Southampton,4,2.32,3.36,3.04,1.0
West Brom,Newcastle,4,2.25,3.5,3.4,1.0
West Brom,Newcastle,4,2.25,3.2,3.25,1.0
West Brom,Newcastle,4,2.25,3.3,3.0,1.0
West Brom,Newcastle,4,2.3,3.2,3.2,1.0
West Brom,Newcastle,4,2.3,3.5,3.25,1.0
West Brom,Newcastle,4,2.3,3.55,3.5,1.0
West Brom,Newcastle,4,2.22,3.35,3.25,1.0
West Ham,Wigan,4,2.3,3.5,3.3,2.0
West Ham,Wigan,4,2.3,3.25,3.1,2.0
West Ham,Wigan,4,2.2,3.2,3.2,2.0
West Ham,Wigan,4,2.3,3.2,3.2,2.0
West Ham,Wigan,4,2.38,3.5,3.12,2.0
West Ham,Wigan,4,2.33,3.55,3.35,2.0
West Ham,Wigan,4,2.24,3.35,3.2,2.0
Liverpool,Chelsea,4,2.15,3.6,3.6,1.0
Liverpool,Chelsea,4,2.05,3.5,3.4,1.0
Liverpool,Chelsea,4,2.2,3.3,3.1,1.0
Liverpool,Chelsea,4,2.2,3.3,3.25,1.0
Liverpool,Chelsea,4,2.2,3.6,3.4,1.0
Liverpool,Chelsea,4,2.2,3.61,3.77,1.0
Liverpool,Chelsea,4,2.11,3.41,3.46,1.0
Tottenham,Man City,4,3.25,3.6,2.3,2.0
Tottenham,Man City,4,3.2,3.25,2.25,2.0
Tottenham,Man City,4,2.9,3.3,2.3,2.0
Tottenham,Man City,4,3.2,3.2,2.3,2.0
Tottenham,Man City,4,3.25,3.6,2.3,2.0
Tottenham,Man City,4,3.28,3.6,2.35,2.0
Tottenham,Man City,4,3.14,3.36,2.27,2.0
Man United,Aston Villa,4,1.25,5.5,10.3,2.0
Man United,Aston Villa,4,1.29,5.5,9.5,2.0
Everton,Fulham,4,1.5,4.5,7.5,2.0
Everton,Fulham,4,1.45,4.1,7.5,2.0
Everton,Fulham,4,1.55,3.9,5.6,2.0
Everton,Fulham,4,1.53,3.75,7.0,2.0
Everton,Fulham,4,1.5,4.4,7.0,2.0
Everton,Fulham,4,1.55,4.61,8.1,2.0
Everton,Fulham,4,1.48,4.19,7.12,2.0
Man City,West Ham,4,1.25,5.5,12.0,2.0
Man City,West Ham,4,1.27,5.2,10.0,2.0
Man City,West Ham,4,1.26,5.75,11.15,2.0
Newcastle,Liverpool,4,2.88,3.6,2.5,0.0
Newcastle,Liverpool,4,2.95,3.25,2.4,0.0
Newcastle,Liverpool,4,2.75,3.3,2.4,0.0
Newcastle,Liverpool,4,3.0,3.0,2.5,0.0
Newcastle,Liverpool,4,2.9,3.6,2.5,0.0
Newcastle,Liverpool,4,3.09,3.6,2.5,0.0
Newcastle,Liverpool,4,2.93,3.34,2.41,0.0
Southampton,West Brom,4,1.85,3.75,4.6,0.0
Southampton,West Brom,4,1.85,3.6,4.1,0.0
Southampton,West Brom,4,1.9,3.45,3.8,0.0
Southampton,West Brom,4,1.91,3.1,4.5,0.0
Southampton,West Brom,4,1.9,3.75,4.3,0.0
Southampton,West Brom,4,1.91,3.75,4.75,0.0
Southampton,West Brom,4,1.85,3.55,4.29,0.0
Stoke,Norwich,4,2.25,3.3,3.6,2.0
Stoke,Norwich,4,2.15,3.2,3.5,2.0
Stoke,Norwich,4,2.0,3.2,3.7,2.0
Stoke,Norwich,4,2.15,3.1,3.6,2.0
Stoke,Norwich,4,2.3,3.25,3.5,2.0
Stoke,Norwich,4,2.3,3.3,3.75,2.0
Stoke,Norwich,4,2.19,3.18,3.51,2.0
Wigan,Tottenham,4,3.8,3.6,2.05,1.0
Wigan,Tottenham,4,3.8,3.5,1.95,1.0
Wigan,Tottenham,4,3.8,3.45,1.9,1.0
Wigan,Tottenham,4,3.5,3.3,2.1,1.0
Wigan,Tottenham,4,3.6,3.7,2.1,1.0
